STATISTIC,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2019 April,Secondhand Private Cars,8728
Vehicles Licensed for the First Time,2019 April,Secondhand Goods Vehicles,1334
Vehicles Licensed for the First Time,2019 April,Secondhand Tractors,232
Vehicles Licensed for the First Time,2019 April,Secondhand Other Vehicles,604
Vehicles Licensed for the First Time,2019 April,Secondhand Motor Cycles,366
Vehicles Licensed for the First Time,2019 May,All Vehicles,24783
Vehicles Licensed for the First Time,2019 May,New Vehicles,12863
Vehicles Licensed for the First Time,2019 May,New Private Cars,9126
Vehicles Licensed for the First Time,2019 May,New Goods Vehicles,2514
Vehicles Licensed for the First Time,2019 May,New Tractors,264
Vehicles Licensed for the First Time,2019 May,New Motor Cycles,214
Vehicles Licensed for the First Time,2019 May,New Exempt Vehicles,491
Vehicles Licensed for the First Time,2019 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",254
Vehicles Licensed for the First Time,2019 May,Secondhand Vehicles,11920
Vehicles Licensed for the First Time,2019 May,Secondhand Private Cars,9062
Vehicles Licensed for the First Time,2019 May,Secondhand Goods Vehicles,1385
Vehicles Licensed for the First Time,2019 May,Secondhand Tractors,295
Vehicles Licensed for the First Time,2019 May,Secondhand Other Vehicles,722
Vehicles Licensed for the First Time,2019 May,Secondhand Motor Cycles,456
Vehicles Licensed for the First Time,2019 June,All Vehicles,16471
Vehicles Licensed for the First Time,2019 June,New Vehicles,6078
Vehicles Licensed for the First Time,2019 June,New Private Cars,3858
Vehicles Licensed for the First Time,2019 June,New Goods Vehicles,1526
Vehicles Licensed for the First Time,2019 June,New Tractors,155
Vehicles Licensed for the First Time,2019 June,New Motor Cycles,143
Vehicles Licensed for the First Time,2019 June,New Exempt Vehicles,208
Vehicles Licensed for the First Time,2019 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",188
Vehicles Licensed for the First Time,2019 June,Secondhand Vehicles,10393
Vehicles Licensed for the First Time,2019 June,Secondhand Private Cars,7998
Vehicles Licensed for the First Time,2019 June,Secondhand Goods Vehicles,1187
Vehicles Licensed for the First Time,2019 June,Secondhand Tractors,223
Vehicles Licensed for the First Time,2019 June,Secondhand Other Vehicles,622
Vehicles Licensed for the First Time,2019 June,Secondhand Motor Cycles,363
Vehicles Licensed for the First Time,2019 July,All Vehicles,34829
Vehicles Licensed for the First Time,2019 July,New Vehicles,23054
Vehicles Licensed for the First Time,2019 July,New Private Cars,18741
Vehicles Licensed for the First Time,2019 July,New Goods Vehicles,2736
Vehicles Licensed for the First Time,2019 July,New Tractors,244
Vehicles Licensed for the First Time,2019 July,New Motor Cycles,222
Vehicles Licensed for the First Time,2019 July,New Exempt Vehicles,915
Vehicles Licensed for the First Time,2019 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",196
Vehicles Licensed for the First Time,2019 July,Secondhand Vehicles,11775
Vehicles Licensed for the First Time,2019 July,Secondhand Private Cars,9203
Vehicles Licensed for the First Time,2019 July,Secondhand Goods Vehicles,1339
Vehicles Licensed for the First Time,2019 July,Secondhand Tractors,243
Vehicles Licensed for the First Time,2019 July,Secondhand Other Vehicles,606
Vehicles Licensed for the First Time,2019 July,Secondhand Motor Cycles,384
Vehicles Licensed for the First Time,2019 August,All Vehicles,22342
Vehicles Licensed for the First Time,2019 August,New Vehicles,10749
Vehicles Licensed for the First Time,2019 August,New Private Cars,7202
Vehicles Licensed for the First Time,2019 August,New Goods Vehicles,2499
Vehicles Licensed for the First Time,2019 August,New Tractors,179
Vehicles Licensed for the First Time,2019 August,New Motor Cycles,180
Vehicles Licensed for the First Time,2019 August,New Exempt Vehicles,560
Vehicles Licensed for the First Time,2019 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",129
Vehicles Licensed for the First Time,2019 August,Secondhand Vehicles,11593
Vehicles Licensed for the First Time,2019 August,Secondhand Private Cars,9320
Vehicles Licensed for the First Time,2019 August,Secondhand Goods Vehicles,1194
Vehicles Licensed for the First Time,2019 August,Secondhand Tractors,201
Vehicles Licensed for the First Time,2019 August,Secondhand Other Vehicles,571
Vehicles Licensed for the First Time,2019 August,Secondhand Motor Cycles,307
Vehicles Licensed for the First Time,2019 September,All Vehicles,18853
Vehicles Licensed for the First Time,2019 September,New Vehicles,6628
Vehicles Licensed for the First Time,2019 September,New Private Cars,4104
Vehicles Licensed for the First Time,2019 September,New Goods Vehicles,1692
Vehicles Licensed for the First Time,2019 September,New Tractors,118
Vehicles Licensed for the First Time,2019 September,New Motor Cycles,140
Vehicles Licensed for the First Time,2019 September,New Exempt Vehicles,454
Vehicles Licensed for the First Time,2019 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",120
Vehicles Licensed for the First Time,2019 September,Secondhand Vehicles,12225
Vehicles Licensed for the First Time,2019 September,Secondhand Private Cars,9868
Vehicles Licensed for the First Time,2019 September,Secondhand Goods Vehicles,1271
Vehicles Licensed for the First Time,2019 September,Secondhand Tractors,177
Vehicles Licensed for the First Time,2019 September,Secondhand Other Vehicles,593
Vehicles Licensed for the First Time,2019 September,Secondhand Motor Cycles,316
Vehicles Licensed for the First Time,2019 October,All Vehicles,18797
Vehicles Licensed for the First Time,2019 October,New Vehicles,5453
Vehicles Licensed for the First Time,2019 October,New Private Cars,3214
Vehicles Licensed for the First Time,2019 October,New Goods Vehicles,1617
Vehicles Licensed for the First Time,2019 October,New Tractors,94
Vehicles Licensed for the First Time,2019 October,New Motor Cycles,115
Vehicles Licensed for the First Time,2019 October,New Exempt Vehicles,325
Vehicles Licensed for the First Time,2019 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",88
Vehicles Licensed for the First Time,2019 October,Secondhand Vehicles,13344
Vehicles Licensed for the First Time,2019 October,Secondhand Private Cars,10941
Vehicles Licensed for the First Time,2019 October,Secondhand Goods Vehicles,1322
Vehicles Licensed for the First Time,2019 October,Secondhand Tractors,192
Vehicles Licensed for the First Time,2019 October,Secondhand Other Vehicles,632
Vehicles Licensed for the First Time,2019 October,Secondhand Motor Cycles,257
Vehicles Licensed for the First Time,2019 November,All Vehicles,15682
Vehicles Licensed for the First Time,2019 November,New Vehicles,3384
Vehicles Licensed for the First Time,2019 November,New Private Cars,1676
Vehicles Licensed for the First Time,2019 November,New Goods Vehicles,1264
Vehicles Licensed for the First Time,2019 November,New Tractors,93
Vehicles Licensed for the First Time,2019 November,New Motor Cycles,87
Vehicles Licensed for the First Time,2019 November,New Exempt Vehicles,176
Vehicles Licensed for the First Time,2019 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",88
Vehicles Licensed for the First Time,2019 November,Secondhand Vehicles,12298
Vehicles Licensed for the First Time,2019 November,Secondhand Private Cars,9874
Vehicles Licensed for the First Time,2019 November,Secondhand Goods Vehicles,1286
Vehicles Licensed for the First Time,2019 November,Secondhand Tractors,228
Vehicles Licensed for the First Time,2019 November,Secondhand Other Vehicles,640
Vehicles Licensed for the First Time,2019 November,Secondhand Motor Cycles,270
Vehicles Licensed for the First Time,2019 December,All Vehicles,11360
Vehicles Licensed for the First Time,2019 December,New Vehicles,1511
Vehicles Licensed for the First Time,2019 December,New Private Cars,729
Vehicles Licensed for the First Time,2019 December,New Goods Vehicles,532
Vehicles Licensed for the First Time,2019 December,New Tractors,48
Vehicles Licensed for the First Time,2019 December,New Motor Cycles,42
Vehicles Licensed for the First Time,2019 December,New Exempt Vehicles,87
Vehicles Licensed for the First Time,2019 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",73
Vehicles Licensed for the First Time,2019 December,Secondhand Vehicles,9849
Vehicles Licensed for the First Time,2019 December,Secondhand Private Cars,7995
Vehicles Licensed for the First Time,2019 December,Secondhand Goods Vehicles,1099
Vehicles Licensed for the First Time,2019 December,Secondhand Tractors,150
Vehicles Licensed for the First Time,2019 December,Secondhand Other Vehicles,452
Vehicles Licensed for the First Time,2019 December,Secondhand Motor Cycles,153
Vehicles Licensed for the First Time,2020 January,All Vehicles,34577
Vehicles Licensed for the First Time,2020 January,New Vehicles,24545
Vehicles Licensed for the First Time,2020 January,New Private Cars,20665
Vehicles Licensed for the First Time,2020 January,New Goods Vehicles,2544
Vehicles Licensed for the First Time,2020 January,New Tractors,247
Vehicles Licensed for the First Time,2020 January,New Motor Cycles,163
Vehicles Licensed for the First Time,2020 January,New Exempt Vehicles,751
Vehicles Licensed for the First Time,2020 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",175
Vehicles Licensed for the First Time,2020 January,Secondhand Vehicles,10032
Vehicles Licensed for the First Time,2020 January,Secondhand Private Cars,7683
Vehicles Licensed for the First Time,2020 January,Secondhand Goods Vehicles,1302
Vehicles Licensed for the First Time,2020 January,Secondhand Tractors,225
Vehicles Licensed for the First Time,2020 January,Secondhand Other Vehicles,539
Vehicles Licensed for the First Time,2020 January,Secondhand Motor Cycles,283
Vehicles Licensed for the First Time,2020 February,All Vehicles,26644
Vehicles Licensed for the First Time,2020 February,New Vehicles,17285
Vehicles Licensed for the First Time,2020 February,New Private Cars,13263
Vehicles Licensed for the First Time,2020 February,New Goods Vehicles,2727
Vehicles Licensed for the First Time,2020 February,New Tractors,240
Vehicles Licensed for the First Time,2020 February,New Motor Cycles,162
Vehicles Licensed for the First Time,2020 February,New Exempt Vehicles,739
Vehicles Licensed for the First Time,2020 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",154
Vehicles Licensed for the First Time,2020 February,Secondhand Vehicles,9359
Vehicles Licensed for the First Time,2020 February,Secondhand Private Cars,7087
Vehicles Licensed for the First Time,2020 February,Secondhand Goods Vehicles,1245
Vehicles Licensed for the First Time,2020 February,Secondhand Tractors,244
Vehicles Licensed for the First Time,2020 February,Secondhand Other Vehicles,518
Vehicles Licensed for the First Time,2020 February,Secondhand Motor Cycles,265
Vehicles Licensed for the First Time,2020 March,All Vehicles,20755
Vehicles Licensed for the First Time,2020 March,New Vehicles,13417
Vehicles Licensed for the First Time,2020 March,New Private Cars,10239
Vehicles Licensed for the First Time,2020 March,New Goods Vehicles,2074
Vehicles Licensed for the First Time,2020 March,New Tractors,224
Vehicles Licensed for the First Time,2020 March,New Motor Cycles,158
Vehicles Licensed for the First Time,2020 March,New Exempt Vehicles,610
Vehicles Licensed for the First Time,2020 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",112
Vehicles Licensed for the First Time,2020 March,Secondhand Vehicles,7338
Vehicles Licensed for the First Time,2020 March,Secondhand Private Cars,5582
Vehicles Licensed for the First Time,2020 March,Secondhand Goods Vehicles,888
Vehicles Licensed for the First Time,2020 March,Secondhand Tractors,194
Vehicles Licensed for the First Time,2020 March,Secondhand Other Vehicles,384
Vehicles Licensed for the First Time,2020 March,Secondhand Motor Cycles,290
Vehicles Licensed for the First Time,2020 April,All Vehicles,4577
Vehicles Licensed for the First Time,2020 April,New Vehicles,2599
Vehicles Licensed for the First Time,2020 April,New Private Cars,1338
Vehicles Licensed for the First Time,2020 April,New Goods Vehicles,738
Vehicles Licensed for the First Time,2020 April,New Tractors,179
Vehicles Licensed for the First Time,2020 April,New Motor Cycles,62
Vehicles Licensed for the First Time,2020 April,New Exempt Vehicles,223
Vehicles Licensed for the First Time,2020 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",59
Vehicles Licensed for the First Time,2020 April,Secondhand Vehicles,1978
Vehicles Licensed for the First Time,2020 April,Secondhand Private Cars,1321
Vehicles Licensed for the First Time,2020 April,Secondhand Goods Vehicles,307
Vehicles Licensed for the First Time,2020 April,Secondhand Tractors,111
Vehicles Licensed for the First Time,2020 April,Secondhand Other Vehicles,127
Vehicles Licensed for the First Time,2020 April,Secondhand Motor Cycles,112
Vehicles Licensed for the First Time,2020 May,All Vehicles,4664
Vehicles Licensed for the First Time,2020 May,New Vehicles,2831
Vehicles Licensed for the First Time,2020 May,New Private Cars,1490
Vehicles Licensed for the First Time,2020 May,New Goods Vehicles,744
Vehicles Licensed for the First Time,2020 May,New Tractors,198
Vehicles Licensed for the First Time,2020 May,New Motor Cycles,86
Vehicles Licensed for the First Time,2020 May,New Exempt Vehicles,279
Vehicles Licensed for the First Time,2020 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",34
Vehicles Licensed for the First Time,2020 May,Secondhand Vehicles,1833
Vehicles Licensed for the First Time,2020 May,Secondhand Private Cars,1170
Vehicles Licensed for the First Time,2020 May,Secondhand Goods Vehicles,343
Vehicles Licensed for the First Time,2020 May,Secondhand Tractors,122
Vehicles Licensed for the First Time,2020 May,Secondhand Other Vehicles,116
Vehicles Licensed for the First Time,2020 May,Secondhand Motor Cycles,82
Vehicles Licensed for the First Time,2020 June,All Vehicles,8240
Vehicles Licensed for the First Time,2020 June,New Vehicles,3667
Vehicles Licensed for the First Time,2020 June,New Private Cars,2189
Vehicles Licensed for the First Time,2020 June,New Goods Vehicles,945
Vehicles Licensed for the First Time,2020 June,New Tractors,154
Vehicles Licensed for the First Time,2020 June,New Motor Cycles,135
Vehicles Licensed for the First Time,2020 June,New Exempt Vehicles,199
Vehicles Licensed for the First Time,2020 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",45
Vehicles Licensed for the First Time,2020 June,Secondhand Vehicles,4573
Vehicles Licensed for the First Time,2020 June,Secondhand Private Cars,3738
Vehicles Licensed for the First Time,2020 June,Secondhand Goods Vehicles,431
Vehicles Licensed for the First Time,2020 June,Secondhand Tractors,95
Vehicles Licensed for the First Time,2020 June,Secondhand Other Vehicles,182
Vehicles Licensed for the First Time,2020 June,Secondhand Motor Cycles,127
Vehicles Licensed for the First Time,2020 July,All Vehicles,29907
Vehicles Licensed for the First Time,2020 July,New Vehicles,19453
Vehicles Licensed for the First Time,2020 July,New Private Cars,15329
Vehicles Licensed for the First Time,2020 July,New Goods Vehicles,2298
Vehicles Licensed for the First Time,2020 July,New Tractors,236
Vehicles Licensed for the First Time,2020 July,New Motor Cycles,324
Vehicles Licensed for the First Time,2020 July,New Exempt Vehicles,1129
Vehicles Licensed for the First Time,2020 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",137
Vehicles Licensed for the First Time,2020 July,Secondhand Vehicles,10454
Vehicles Licensed for the First Time,2020 July,Secondhand Private Cars,8275
Vehicles Licensed for the First Time,2020 July,Secondhand Goods Vehicles,1048
Vehicles Licensed for the First Time,2020 July,Secondhand Tractors,236
Vehicles Licensed for the First Time,2020 July,Secondhand Other Vehicles,480
Vehicles Licensed for the First Time,2020 July,Secondhand Motor Cycles,415
Vehicles Licensed for the First Time,2020 August,All Vehicles,20899
Vehicles Licensed for the First Time,2020 August,New Vehicles,10706
Vehicles Licensed for the First Time,2020 August,New Private Cars,7360
Vehicles Licensed for the First Time,2020 August,New Goods Vehicles,2247
Vehicles Licensed for the First Time,2020 August,New Tractors,208
Vehicles Licensed for the First Time,2020 August,New Motor Cycles,208
Vehicles Licensed for the First Time,2020 August,New Exempt Vehicles,582
Vehicles Licensed for the First Time,2020 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",101
Vehicles Licensed for the First Time,2020 August,Secondhand Vehicles,10193
Vehicles Licensed for the First Time,2020 August,Secondhand Private Cars,8032
Vehicles Licensed for the First Time,2020 August,Secondhand Goods Vehicles,1022
Vehicles Licensed for the First Time,2020 August,Secondhand Tractors,257
Vehicles Licensed for the First Time,2020 August,Secondhand Other Vehicles,475
Vehicles Licensed for the First Time,2020 August,Secondhand Motor Cycles,407
Vehicles Licensed for the First Time,2020 September,All Vehicles,21050
Vehicles Licensed for the First Time,2020 September,New Vehicles,9082
Vehicles Licensed for the First Time,2020 September,New Private Cars,5747
Vehicles Licensed for the First Time,2020 September,New Goods Vehicles,2421
Vehicles Licensed for the First Time,2020 September,New Tractors,177
Vehicles Licensed for the First Time,2020 September,New Motor Cycles,163
Vehicles Licensed for the First Time,2020 September,New Exempt Vehicles,454
Vehicles Licensed for the First Time,2020 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",120
Vehicles Licensed for the First Time,2020 September,Secondhand Vehicles,11968
Vehicles Licensed for the First Time,2020 September,Secondhand Private Cars,9300
Vehicles Licensed for the First Time,2020 September,Secondhand Goods Vehicles,1315
Vehicles Licensed for the First Time,2020 September,Secondhand Tractors,282
Vehicles Licensed for the First Time,2020 September,Secondhand Other Vehicles,620
Vehicles Licensed for the First Time,2020 September,Secondhand Motor Cycles,451
Vehicles Licensed for the First Time,2020 October,All Vehicles,19655
Vehicles Licensed for the First Time,2020 October,New Vehicles,7461
Vehicles Licensed for the First Time,2020 October,New Private Cars,4189
Vehicles Licensed for the First Time,2020 October,New Goods Vehicles,2513
Vehicles Licensed for the First Time,2020 October,New Tractors,131
Vehicles Licensed for the First Time,2020 October,New Motor Cycles,134
Vehicles Licensed for the First Time,2020 October,New Exempt Vehicles,421
Vehicles Licensed for the First Time,2020 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",73
Vehicles Licensed for the First Time,2020 October,Secondhand Vehicles,12194
Vehicles Licensed for the First Time,2020 October,Secondhand Private Cars,9543
Vehicles Licensed for the First Time,2020 October,Secondhand Goods Vehicles,1449
Vehicles Licensed for the First Time,2020 October,Secondhand Tractors,273
Vehicles Licensed for the First Time,2020 October,Secondhand Other Vehicles,564
Vehicles Licensed for the First Time,2020 October,Secondhand Motor Cycles,365
Vehicles Licensed for the First Time,2020 November,All Vehicles,13701
Vehicles Licensed for the First Time,2020 November,New Vehicles,3421
Vehicles Licensed for the First Time,2020 November,New Private Cars,1468
Vehicles Licensed for the First Time,2020 November,New Goods Vehicles,1509
Vehicles Licensed for the First Time,2020 November,New Tractors,125
Vehicles Licensed for the First Time,2020 November,New Motor Cycles,59
Vehicles Licensed for the First Time,2020 November,New Exempt Vehicles,200
Vehicles Licensed for the First Time,2020 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",60
Vehicles Licensed for the First Time,2020 November,Secondhand Vehicles,10280
Vehicles Licensed for the First Time,2020 November,Secondhand Private Cars,7892
Vehicles Licensed for the First Time,2020 November,Secondhand Goods Vehicles,1240
Vehicles Licensed for the First Time,2020 November,Secondhand Tractors,303
Vehicles Licensed for the First Time,2020 November,Secondhand Other Vehicles,523
Vehicles Licensed for the First Time,2020 November,Secondhand Motor Cycles,322
Vehicles Licensed for the First Time,2020 December,All Vehicles,13317
Vehicles Licensed for the First Time,2020 December,New Vehicles,2047
Vehicles Licensed for the First Time,2020 December,New Private Cars,1032
Vehicles Licensed for the First Time,2020 December,New Goods Vehicles,735
Vehicles Licensed for the First Time,2020 December,New Tractors,71
Vehicles Licensed for the First Time,2020 December,New Motor Cycles,55
Vehicles Licensed for the First Time,2020 December,New Exempt Vehicles,105
Vehicles Licensed for the First Time,2020 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",49
Vehicles Licensed for the First Time,2020 December,Secondhand Vehicles,11270
Vehicles Licensed for the First Time,2020 December,Secondhand Private Cars,8918
Vehicles Licensed for the First Time,2020 December,Secondhand Goods Vehicles,1163
Vehicles Licensed for the First Time,2020 December,Secondhand Tractors,306
Vehicles Licensed for the First Time,2020 December,Secondhand Other Vehicles,618
Vehicles Licensed for the First Time,2020 December,Secondhand Motor Cycles,265
Vehicles Licensed for the First Time,2021 January,All Vehicles,29808
Vehicles Licensed for the First Time,2021 January,New Vehicles,19518
Vehicles Licensed for the First Time,2021 January,New Private Cars,16948
Vehicles Licensed for the First Time,2021 January,New Goods Vehicles,1529
Vehicles Licensed for the First Time,2021 January,New Tractors,258
Vehicles Licensed for the First Time,2021 January,New Motor Cycles,136
Vehicles Licensed for the First Time,2021 January,New Exempt Vehicles,575
Vehicles Licensed for the First Time,2021 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",72
Vehicles Licensed for the First Time,2021 January,Secondhand Vehicles,10290
Vehicles Licensed for the First Time,2021 January,Secondhand Private Cars,8126
Vehicles Licensed for the First Time,2021 January,Secondhand Goods Vehicles,960
Vehicles Licensed for the First Time,2021 January,Secondhand Tractors,367
Vehicles Licensed for the First Time,2021 January,Secondhand Other Vehicles,536
Vehicles Licensed for the First Time,2021 January,Secondhand Motor Cycles,301
Vehicles Licensed for the First Time,2021 February,All Vehicles,24282
Vehicles Licensed for the First Time,2021 February,New Vehicles,15209
Vehicles Licensed for the First Time,2021 February,New Private Cars,11672
Vehicles Licensed for the First Time,2021 February,New Goods Vehicles,2349
Vehicles Licensed for the First Time,2021 February,New Tractors,240
Vehicles Licensed for the First Time,2021 February,New Motor Cycles,112
Vehicles Licensed for the First Time,2021 February,New Exempt Vehicles,713
Vehicles Licensed for the First Time,2021 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",123
Vehicles Licensed for the First Time,2021 February,Secondhand Vehicles,9073
Vehicles Licensed for the First Time,2021 February,Secondhand Private Cars,6679
Vehicles Licensed for the First Time,2021 February,Secondhand Goods Vehicles,1120
Vehicles Licensed for the First Time,2021 February,Secondhand Tractors,366
Vehicles Licensed for the First Time,2021 February,Secondhand Other Vehicles,607
Vehicles Licensed for the First Time,2021 February,Secondhand Motor Cycles,301
Vehicles Licensed for the First Time,2021 March,All Vehicles,23895
Vehicles Licensed for the First Time,2021 March,New Vehicles,14883
Vehicles Licensed for the First Time,2021 March,New Private Cars,10672
Vehicles Licensed for the First Time,2021 March,New Goods Vehicles,2974
Vehicles Licensed for the First Time,2021 March,New Tractors,297
Vehicles Licensed for the First Time,2021 March,New Motor Cycles,162
Vehicles Licensed for the First Time,2021 March,New Exempt Vehicles,633
Vehicles Licensed for the First Time,2021 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",145
Vehicles Licensed for the First Time,2021 March,Secondhand Vehicles,9012
Vehicles Licensed for the First Time,2021 March,Secondhand Private Cars,6590
Vehicles Licensed for the First Time,2021 March,Secondhand Goods Vehicles,1096
Vehicles Licensed for the First Time,2021 March,Secondhand Tractors,355
Vehicles Licensed for the First Time,2021 March,Secondhand Other Vehicles,605
Vehicles Licensed for the First Time,2021 March,Secondhand Motor Cycles,366
Vehicles Licensed for the First Time,2021 April,All Vehicles,20357
Vehicles Licensed for the First Time,2021 April,New Vehicles,11960
Vehicles Licensed for the First Time,2021 April,New Private Cars,8214
Vehicles Licensed for the First Time,2021 April,New Goods Vehicles,2536
Vehicles Licensed for the First Time,2021 April,New Tractors,224
Vehicles Licensed for the First Time,2021 April,New Motor Cycles,220
Vehicles Licensed for the First Time,2021 April,New Exempt Vehicles,544
Vehicles Licensed for the First Time,2021 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",222
Vehicles Licensed for the First Time,2021 April,Secondhand Vehicles,8397
Vehicles Licensed for the First Time,2021 April,Secondhand Private Cars,6241
Vehicles Licensed for the First Time,2021 April,Secondhand Goods Vehicles,940
Vehicles Licensed for the First Time,2021 April,Secondhand Tractors,294
Vehicles Licensed for the First Time,2021 April,Secondhand Other Vehicles,577
Vehicles Licensed for the First Time,2021 April,Secondhand Motor Cycles,345
Vehicles Licensed for the First Time,2021 May,All Vehicles,20112
Vehicles Licensed for the First Time,2021 May,New Vehicles,11381
Vehicles Licensed for the First Time,2021 May,New Private Cars,7337
Vehicles Licensed for the First Time,2021 May,New Goods Vehicles,2953
Vehicles Licensed for the First Time,2021 May,New Tractors,266
Vehicles Licensed for the First Time,2021 May,New Motor Cycles,262
Vehicles Licensed for the First Time,2021 May,New Exempt Vehicles,429
Vehicles Licensed for the First Time,2021 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",134
Vehicles Licensed for the First Time,2021 May,Secondhand Vehicles,8731
Vehicles Licensed for the First Time,2021 May,Secondhand Private Cars,6426
Vehicles Licensed for the First Time,2021 May,Secondhand Goods Vehicles,960
Vehicles Licensed for the First Time,2021 May,Secondhand Tractors,361
Vehicles Licensed for the First Time,2021 May,Secondhand Other Vehicles,620
Vehicles Licensed for the First Time,2021 May,Secondhand Motor Cycles,364
Vehicles Licensed for the First Time,2021 June,All Vehicles,16420
Vehicles Licensed for the First Time,2021 June,New Vehicles,8428
Vehicles Licensed for the First Time,2021 June,New Private Cars,4980
Vehicles Licensed for the First Time,2021 June,New Goods Vehicles,2664
Vehicles Licensed for the First Time,2021 June,New Tractors,180
Vehicles Licensed for the First Time,2021 June,New Motor Cycles,216
Vehicles Licensed for the First Time,2021 June,New Exempt Vehicles,235
Vehicles Licensed for the First Time,2021 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",153
Vehicles Licensed for the First Time,2021 June,Secondhand Vehicles,7992
Vehicles Licensed for the First Time,2021 June,Secondhand Private Cars,5900
Vehicles Licensed for the First Time,2021 June,Secondhand Goods Vehicles,905
Vehicles Licensed for the First Time,2021 June,Secondhand Tractors,274
Vehicles Licensed for the First Time,2021 June,Secondhand Other Vehicles,583
Vehicles Licensed for the First Time,2021 June,Secondhand Motor Cycles,330
Vehicles Licensed for the First Time,2021 July,All Vehicles,32149
Vehicles Licensed for the First Time,2021 July,New Vehicles,24642
Vehicles Licensed for the First Time,2021 July,New Private Cars,20232
Vehicles Licensed for the First Time,2021 July,New Goods Vehicles,2707
Vehicles Licensed for the First Time,2021 July,New Tractors,243
Vehicles Licensed for the First Time,2021 July,New Motor Cycles,344
Vehicles Licensed for the First Time,2021 July,New Exempt Vehicles,952
Vehicles Licensed for the First Time,2021 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",164
Vehicles Licensed for the First Time,2021 July,Secondhand Vehicles,7507
Vehicles Licensed for the First Time,2021 July,Secondhand Private Cars,5590
Vehicles Licensed for the First Time,2021 July,Secondhand Goods Vehicles,819
Vehicles Licensed for the First Time,2021 July,Secondhand Tractors,245
Vehicles Licensed for the First Time,2021 July,Secondhand Other Vehicles,561
Vehicles Licensed for the First Time,2021 July,Secondhand Motor Cycles,292
Vehicles Licensed for the First Time,2021 August,All Vehicles,19525
Vehicles Licensed for the First Time,2021 August,New Vehicles,12362
Vehicles Licensed for the First Time,2021 August,New Private Cars,8563
Vehicles Licensed for the First Time,2021 August,New Goods Vehicles,2618
Vehicles Licensed for the First Time,2021 August,New Tractors,210
Vehicles Licensed for the First Time,2021 August,New Motor Cycles,272
Vehicles Licensed for the First Time,2021 August,New Exempt Vehicles,566
Vehicles Licensed for the First Time,2021 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",133
Vehicles Licensed for the First Time,2021 August,Secondhand Vehicles,7163
Vehicles Licensed for the First Time,2021 August,Secondhand Private Cars,5219
Vehicles Licensed for the First Time,2021 August,Secondhand Goods Vehicles,841
Vehicles Licensed for the First Time,2021 August,Secondhand Tractors,239
Vehicles Licensed for the First Time,2021 August,Secondhand Other Vehicles,572
Vehicles Licensed for the First Time,2021 August,Secondhand Motor Cycles,292
Vehicles Licensed for the First Time,2021 September,All Vehicles,17458
Vehicles Licensed for the First Time,2021 September,New Vehicles,10529
Vehicles Licensed for the First Time,2021 September,New Private Cars,6354
Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,3109
Vehicles Licensed for the First Time,2021 September,New Tractors,193
Vehicles Licensed for the First Time,2021 September,New Motor Cycles,240
Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,448
Vehicles Licensed for the First Time,2021 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",185
Vehicles Licensed for the First Time,2021 September,Secondhand Vehicles,6929
Vehicles Licensed for the First Time,2021 September,Secondhand Private Cars,5056
Vehicles Licensed for the First Time,2021 September,Secondhand Goods Vehicles,818
Vehicles Licensed for the First Time,2021 September,Secondhand Tractors,222
Vehicles Licensed for the First Time,2021 September,Secondhand Other Vehicles,559
